MATCHER,NRACTIONS,NRROOTS,TIME,NROPTIONS,GT_BUM_SMT,GT_BUM_SMT_SBUP,GT_BUM_SZT,GT_CD_LSIM,GT_CD_ML,GT_CD_SSIM1,GT_CD_SSIM2,GT_STM_MH,GT_XYM_SIM,GUMTREE_MATCH_GT_MINH,
ClassicGumtree,1,1,737,3,0.3,,200,,,,,2,,,
ClassicGumtree,1,1,549,3,0.3,,200,,,,,3,,,
ClassicGumtree,1,1,737,3,0.3,,200,,,,,4,,,
ClassicGumtree,1,1,721,3,0.3,,200,,,,,5,,,
ClassicGumtree,1,1,750,3,0.4,,200,,,,,1,,,
ClassicGumtree,1,1,519,3,0.4,,200,,,,,2,,,
ClassicGumtree,1,1,669,3,0.4,,200,,,,,3,,,
ClassicGumtree,1,1,715,3,0.4,,200,,,,,4,,,
ClassicGumtree,1,1,598,3,0.4,,200,,,,,5,,,
ClassicGumtree,1,1,763,3,0.5,,200,,,,,1,,,
ClassicGumtree,1,1,740,3,0.5,,200,,,,,2,,,
ClassicGumtree,1,1,702,3,0.5,,200,,,,,3,,,
ClassicGumtree,1,1,653,3,0.5,,200,,,,,4,,,
ClassicGumtree,1,1,646,3,0.5,,200,,,,,5,,,
ClassicGumtree,1,1,656,3,0.6,,200,,,,,1,,,
ClassicGumtree,1,1,645,3,0.6,,200,,,,,2,,,
ClassicGumtree,1,1,626,3,0.6,,200,,,,,3,,,
ClassicGumtree,1,1,663,3,0.6,,200,,,,,4,,,
ClassicGumtree,1,1,608,3,0.6,,200,,,,,5,,,
ClassicGumtree,1,1,621,3,0.7,,200,,,,,1,,,
ClassicGumtree,1,1,656,3,0.7,,200,,,,,2,,,
ClassicGumtree,1,1,628,3,0.7,,200,,,,,3,,,
ClassicGumtree,1,1,640,3,0.7,,200,,,,,4,,,
ClassicGumtree,1,1,587,3,0.7,,200,,,,,5,,,
ClassicGumtree,1,1,663,3,0.799,,200,,,,,1,,,
ClassicGumtree,1,1,605,3,0.799,,200,,,,,2,,,
ClassicGumtree,1,1,700,3,0.799,,200,,,,,3,,,
ClassicGumtree,1,1,657,3,0.799,,200,,,,,4,,,
ClassicGumtree,1,1,642,3,0.799,,200,,,,,5,,,
ClassicGumtree,1,1,626,3,0.899,,200,,,,,1,,,
ClassicGumtree,1,1,641,3,0.899,,200,,,,,2,,,
ClassicGumtree,1,1,279,3,0.899,,200,,,,,3,,,
ClassicGumtree,1,1,188,3,0.899,,200,,,,,4,,,
ClassicGumtree,1,1,192,3,0.899,,200,,,,,5,,,
ClassicGumtree,1,1,160,3,0.999,,200,,,,,1,,,
ClassicGumtree,1,1,192,3,0.999,,200,,,,,2,,,
ClassicGumtree,1,1,182,3,0.999,,200,,,,,3,,,
ClassicGumtree,1,1,147,3,0.999,,200,,,,,4,,,
ClassicGumtree,1,1,148,3,0.999,,200,,,,,5,,,
ClassicGumtree,1,1,636,3,0.1,,300,,,,,1,,,
ClassicGumtree,1,1,613,3,0.1,,300,,,,,2,,,
ClassicGumtree,1,1,613,3,0.1,,300,,,,,3,,,
ClassicGumtree,1,1,644,3,0.1,,300,,,,,4,,,
ClassicGumtree,1,1,590,3,0.1,,300,,,,,5,,,
ClassicGumtree,1,1,623,3,0.2,,300,,,,,1,,,
ClassicGumtree,1,1,619,3,0.2,,300,,,,,2,,,
ClassicGumtree,1,1,593,3,0.2,,300,,,,,3,,,
ClassicGumtree,1,1,650,3,0.2,,300,,,,,4,,,
ClassicGumtree,1,1,614,3,0.2,,300,,,,,5,,,
ClassicGumtree,1,1,602,3,0.3,,300,,,,,1,,,
ClassicGumtree,1,1,564,3,0.3,,300,,,,,2,,,
ClassicGumtree,1,1,592,3,0.3,,300,,,,,3,,,
ClassicGumtree,1,1,581,3,0.3,,300,,,,,4,,,
ClassicGumtree,1,1,593,3,0.3,,300,,,,,5,,,
ClassicGumtree,1,1,615,3,0.4,,300,,,,,1,,,
ClassicGumtree,1,1,611,3,0.4,,300,,,,,2,,,
ClassicGumtree,1,1,566,3,0.4,,300,,,,,3,,,
ClassicGumtree,1,1,551,3,0.4,,300,,,,,4,,,
ClassicGumtree,1,1,579,3,0.4,,300,,,,,5,,,
ClassicGumtree,1,1,581,3,0.5,,300,,,,,1,,,
ClassicGumtree,1,1,579,3,0.5,,300,,,,,2,,,
ClassicGumtree,1,1,577,3,0.5,,300,,,,,3,,,
ClassicGumtree,1,1,552,3,0.5,,300,,,,,4,,,
ClassicGumtree,1,1,576,3,0.5,,300,,,,,5,,,
ClassicGumtree,1,1,589,3,0.6,,300,,,,,1,,,
ClassicGumtree,1,1,553,3,0.6,,300,,,,,2,,,
ClassicGumtree,1,1,572,3,0.6,,300,,,,,3,,,
ClassicGumtree,1,1,604,3,0.6,,300,,,,,4,,,
ClassicGumtree,1,1,554,3,0.6,,300,,,,,5,,,
ClassicGumtree,1,1,613,3,0.7,,300,,,,,1,,,
ClassicGumtree,1,1,609,3,0.7,,300,,,,,2,,,
ClassicGumtree,1,1,614,3,0.7,,300,,,,,3,,,
ClassicGumtree,1,1,579,3,0.7,,300,,,,,4,,,
ClassicGumtree,1,1,600,3,0.7,,300,,,,,5,,,
ClassicGumtree,1,1,590,3,0.799,,300,,,,,1,,,
ClassicGumtree,1,1,610,3,0.799,,300,,,,,2,,,
ClassicGumtree,1,1,623,3,0.799,,300,,,,,3,,,
ClassicGumtree,1,1,594,3,0.799,,300,,,,,4,,,
ClassicGumtree,1,1,608,3,0.799,,300,,,,,5,,,
ClassicGumtree,1,1,607,3,0.899,,300,,,,,1,,,
ClassicGumtree,1,1,590,3,0.899,,300,,,,,2,,,
ClassicGumtree,1,1,205,3,0.899,,300,,,,,3,,,
ClassicGumtree,1,1,149,3,0.899,,300,,,,,4,,,
ClassicGumtree,1,1,143,3,0.899,,300,,,,,5,,,
ClassicGumtree,1,1,165,3,0.999,,300,,,,,1,,,
ClassicGumtree,1,1,158,3,0.999,,300,,,,,2,,,
ClassicGumtree,1,1,130,3,0.999,,300,,,,,3,,,
ClassicGumtree,1,1,136,3,0.999,,300,,,,,4,,,
ClassicGumtree,1,1,122,3,0.999,,300,,,,,5,,,
ClassicGumtree,1,1,572,3,0.1,,400,,,,,1,,,
ClassicGumtree,1,1,552,3,0.1,,400,,,,,2,,,
ClassicGumtree,1,1,553,3,0.1,,400,,,,,3,,,
ClassicGumtree,1,1,580,3,0.1,,400,,,,,4,,,
ClassicGumtree,1,1,583,3,0.1,,400,,,,,5,,,
ClassicGumtree,1,1,559,3,0.2,,400,,,,,1,,,
ClassicGumtree,1,1,569,3,0.2,,400,,,,,2,,,
ClassicGumtree,1,1,549,3,0.2,,400,,,,,3,,,
ClassicGumtree,1,1,519,3,0.2,,400,,,,,4,,,
ClassicGumtree,1,1,560,3,0.2,,400,,,,,5,,,
ClassicGumtree,1,1,570,3,0.3,,400,,,,,1,,,
ClassicGumtree,1,1,546,3,0.3,,400,,,,,2,,,
ClassicGumtree,1,1,582,3,0.3,,400,,,,,3,,,
ClassicGumtree,1,1,570,3,0.3,,400,,,,,4,,,
ClassicGumtree,1,1,585,3,0.3,,400,,,,,5,,,
ClassicGumtree,1,1,556,3,0.4,,400,,,,,1,,,
ClassicGumtree,1,1,565,3,0.4,,400,,,,,2,,,
ClassicGumtree,1,1,579,3,0.4,,400,,,,,3,,,
ClassicGumtree,1,1,613,3,0.4,,400,,,,,4,,,
ClassicGumtree,1,1,567,3,0.4,,400,,,,,5,,,
ClassicGumtree,1,1,578,3,0.5,,400,,,,,1,,,
ClassicGumtree,1,1,570,3,0.5,,400,,,,,2,,,
ClassicGumtree,1,1,564,3,0.5,,400,,,,,3,,,
ClassicGumtree,1,1,557,3,0.5,,400,,,,,4,,,
ClassicGumtree,1,1,555,3,0.5,,400,,,,,5,,,
ClassicGumtree,1,1,557,3,0.6,,400,,,,,1,,,
ClassicGumtree,1,1,587,3,0.6,,400,,,,,2,,,
ClassicGumtree,1,1,620,3,0.6,,400,,,,,3,,,
ClassicGumtree,1,1,574,3,0.6,,400,,,,,4,,,
ClassicGumtree,1,1,535,3,0.6,,400,,,,,5,,,
ClassicGumtree,1,1,581,3,0.7,,400,,,,,1,,,
ClassicGumtree,1,1,575,3,0.7,,400,,,,,2,,,
ClassicGumtree,1,1,560,3,0.7,,400,,,,,3,,,
ClassicGumtree,1,1,592,3,0.7,,400,,,,,4,,,
ClassicGumtree,1,1,576,3,0.7,,400,,,,,5,,,
ClassicGumtree,1,1,605,3,0.799,,400,,,,,1,,,
ClassicGumtree,1,1,571,3,0.799,,400,,,,,2,,,
ClassicGumtree,1,1,574,3,0.799,,400,,,,,3,,,
ClassicGumtree,1,1,579,3,0.799,,400,,,,,4,,,
ClassicGumtree,1,1,570,3,0.799,,400,,,,,5,,,
ClassicGumtree,1,1,552,3,0.899,,400,,,,,1,,,
ClassicGumtree,1,1,557,3,0.899,,400,,,,,2,,,
ClassicGumtree,1,1,227,3,0.899,,400,,,,,3,,,
ClassicGumtree,1,1,107,3,0.899,,400,,,,,4,,,
ClassicGumtree,1,1,142,3,0.899,,400,,,,,5,,,
ClassicGumtree,1,1,160,3,0.999,,400,,,,,1,,,
ClassicGumtree,1,1,181,3,0.999,,400,,,,,2,,,
ClassicGumtree,1,1,134,3,0.999,,400,,,,,3,,,
ClassicGumtree,1,1,169,3,0.999,,400,,,,,4,,,
ClassicGumtree,1,1,144,3,0.999,,400,,,,,5,,,
ClassicGumtree,1,1,509,3,0.1,,500,,,,,1,,,
ClassicGumtree,1,1,558,3,0.1,,500,,,,,2,,,
ClassicGumtree,1,1,572,3,0.1,,500,,,,,3,,,
ClassicGumtree,1,1,583,3,0.1,,500,,,,,4,,,
ClassicGumtree,1,1,573,3,0.1,,500,,,,,5,,,
ClassicGumtree,1,1,579,3,0.2,,500,,,,,1,,,
ClassicGumtree,1,1,591,3,0.2,,500,,,,,2,,,
ClassicGumtree,1,1,550,3,0.2,,500,,,,,3,,,
ClassicGumtree,1,1,586,3,0.2,,500,,,,,4,,,
ClassicGumtree,1,1,564,3,0.2,,500,,,,,5,,,
ClassicGumtree,1,1,601,3,0.3,,500,,,,,1,,,
ClassicGumtree,1,1,565,3,0.3,,500,,,,,2,,,
ClassicGumtree,1,1,602,3,0.3,,500,,,,,3,,,
ClassicGumtree,1,1,557,3,0.3,,500,,,,,4,,,
ClassicGumtree,1,1,560,3,0.3,,500,,,,,5,,,
ClassicGumtree,1,1,570,3,0.4,,500,,,,,1,,,
ClassicGumtree,1,1,548,3,0.4,,500,,,,,2,,,
ClassicGumtree,1,1,600,3,0.4,,500,,,,,3,,,
ClassicGumtree,1,1,529,3,0.4,,500,,,,,4,,,
ClassicGumtree,1,1,578,3,0.4,,500,,,,,5,,,
ClassicGumtree,1,1,576,3,0.5,,500,,,,,1,,,
ClassicGumtree,1,1,561,3,0.5,,500,,,,,2,,,
ClassicGumtree,1,1,587,3,0.5,,500,,,,,3,,,
ClassicGumtree,1,1,577,3,0.5,,500,,,,,4,,,
ClassicGumtree,1,1,543,3,0.5,,500,,,,,5,,,
ClassicGumtree,1,1,563,3,0.6,,500,,,,,1,,,
ClassicGumtree,1,1,599,3,0.6,,500,,,,,2,,,
ClassicGumtree,1,1,592,3,0.6,,500,,,,,3,,,
ClassicGumtree,1,1,597,3,0.6,,500,,,,,4,,,
ClassicGumtree,1,1,574,3,0.6,,500,,,,,5,,,
ClassicGumtree,1,1,531,3,0.7,,500,,,,,1,,,
ClassicGumtree,1,1,588,3,0.7,,500,,,,,2,,,
ClassicGumtree,1,1,579,3,0.7,,500,,,,,3,,,
ClassicGumtree,1,1,561,3,0.7,,500,,,,,4,,,
ClassicGumtree,1,1,603,3,0.7,,500,,,,,5,,,
ClassicGumtree,1,1,587,3,0.799,,500,,,,,1,,,
ClassicGumtree,1,1,581,3,0.799,,500,,,,,2,,,
ClassicGumtree,1,1,544,3,0.799,,500,,,,,3,,,
ClassicGumtree,1,1,587,3,0.799,,500,,,,,4,,,
ClassicGumtree,1,1,565,3,0.799,,500,,,,,5,,,
ClassicGumtree,1,1,614,3,0.899,,500,,,,,1,,,
ClassicGumtree,1,1,559,3,0.899,,500,,,,,2,,,
ClassicGumtree,1,1,244,3,0.899,,500,,,,,3,,,
ClassicGumtree,1,1,148,3,0.899,,500,,,,,4,,,
ClassicGumtree,1,1,121,3,0.899,,500,,,,,5,,,
ClassicGumtree,1,1,146,3,0.999,,500,,,,,1,,,
ClassicGumtree,1,1,153,3,0.999,,500,,,,,2,,,
ClassicGumtree,1,1,169,3,0.999,,500,,,,,3,,,
ClassicGumtree,1,1,153,3,0.999,,500,,,,,4,,,
ClassicGumtree,1,1,169,3,0.999,,500,,,,,5,,,
ClassicGumtree,1,1,558,3,0.1,,600,,,,,1,,,
ClassicGumtree,1,1,590,3,0.1,,600,,,,,2,,,
ClassicGumtree,1,1,558,3,0.1,,600,,,,,3,,,
ClassicGumtree,1,1,568,3,0.1,,600,,,,,4,,,
ClassicGumtree,1,1,603,3,0.1,,600,,,,,5,,,
ClassicGumtree,1,1,598,3,0.2,,600,,,,,1,,,
ClassicGumtree,1,1,599,3,0.2,,600,,,,,2,,,
ClassicGumtree,1,1,585,3,0.2,,600,,,,,3,,,
ClassicGumtree,1,1,572,3,0.2,,600,,,,,4,,,
ClassicGumtree,1,1,611,3,0.2,,600,,,,,5,,,
ClassicGumtree,1,1,537,3,0.3,,600,,,,,1,,,
ClassicGumtree,1,1,572,3,0.3,,600,,,,,2,,,
ClassicGumtree,1,1,571,3,0.3,,600,,,,,3,,,
ClassicGumtree,1,1,562,3,0.3,,600,,,,,4,,,
ClassicGumtree,1,1,572,3,0.3,,600,,,,,5,,,
ClassicGumtree,1,1,557,3,0.4,,600,,,,,1,,,
ClassicGumtree,1,1,559,3,0.4,,600,,,,,2,,,
ClassicGumtree,1,1,594,3,0.4,,600,,,,,3,,,
ClassicGumtree,1,1,638,3,0.4,,600,,,,,4,,,
ClassicGumtree,1,1,635,3,0.4,,600,,,,,5,,,
ClassicGumtree,1,1,678,3,0.5,,600,,,,,1,,,
ClassicGumtree,1,1,670,3,0.5,,600,,,,,2,,,
ClassicGumtree,1,1,666,3,0.5,,600,,,,,3,,,
ClassicGumtree,1,1,652,3,0.5,,600,,,,,4,,,
ClassicGumtree,1,1,700,3,0.5,,600,,,,,5,,,
ClassicGumtree,1,1,673,3,0.6,,600,,,,,1,,,
ClassicGumtree,1,1,669,3,0.6,,600,,,,,2,,,
ClassicGumtree,1,1,612,3,0.6,,600,,,,,3,,,
ClassicGumtree,1,1,578,3,0.6,,600,,,,,4,,,
ClassicGumtree,1,1,612,3,0.6,,600,,,,,5,,,
ClassicGumtree,1,1,601,3,0.7,,600,,,,,1,,,
ClassicGumtree,1,1,579,3,0.7,,600,,,,,2,,,
ClassicGumtree,1,1,575,3,0.7,,600,,,,,3,,,
ClassicGumtree,1,1,581,3,0.7,,600,,,,,4,,,
ClassicGumtree,1,1,614,3,0.7,,600,,,,,5,,,
ClassicGumtree,1,1,614,3,0.799,,600,,,,,1,,,
ClassicGumtree,1,1,631,3,0.799,,600,,,,,2,,,
ClassicGumtree,1,1,622,3,0.799,,600,,,,,3,,,
ClassicGumtree,1,1,642,3,0.799,,600,,,,,4,,,
ClassicGumtree,1,1,613,3,0.799,,600,,,,,5,,,
ClassicGumtree,1,1,612,3,0.899,,600,,,,,1,,,
ClassicGumtree,1,1,633,3,0.899,,600,,,,,2,,,
ClassicGumtree,1,1,270,3,0.899,,600,,,,,3,,,
ClassicGumtree,1,1,186,3,0.899,,600,,,,,4,,,
ClassicGumtree,1,1,148,3,0.899,,600,,,,,5,,,
ClassicGumtree,1,1,140,3,0.999,,600,,,,,1,,,
ClassicGumtree,1,1,139,3,0.999,,600,,,,,2,,,
ClassicGumtree,1,1,169,3,0.999,,600,,,,,3,,,
ClassicGumtree,1,1,152,3,0.999,,600,,,,,4,,,
ClassicGumtree,1,1,149,3,0.999,,600,,,,,5,,,
ClassicGumtree,1,1,574,3,0.1,,700,,,,,1,,,
ClassicGumtree,1,1,551,3,0.1,,700,,,,,2,,,
ClassicGumtree,1,1,564,3,0.1,,700,,,,,3,,,
ClassicGumtree,1,1,604,3,0.1,,700,,,,,4,,,
ClassicGumtree,1,1,578,3,0.1,,700,,,,,5,,,
ClassicGumtree,1,1,528,3,0.2,,700,,,,,1,,,
ClassicGumtree,1,1,577,3,0.2,,700,,,,,2,,,
ClassicGumtree,1,1,532,3,0.2,,700,,,,,3,,,
ClassicGumtree,1,1,580,3,0.2,,700,,,,,4,,,
ClassicGumtree,1,1,584,3,0.2,,700,,,,,5,,,
ClassicGumtree,1,1,600,3,0.3,,700,,,,,1,,,
ClassicGumtree,1,1,574,3,0.3,,700,,,,,2,,,
ClassicGumtree,1,1,554,3,0.3,,700,,,,,3,,,
ClassicGumtree,1,1,605,3,0.3,,700,,,,,4,,,
ClassicGumtree,1,1,535,3,0.3,,700,,,,,5,,,
ClassicGumtree,1,1,551,3,0.4,,700,,,,,1,,,
ClassicGumtree,1,1,597,3,0.4,,700,,,,,2,,,
ClassicGumtree,1,1,536,3,0.4,,700,,,,,3,,,
ClassicGumtree,1,1,530,3,0.4,,700,,,,,4,,,
ClassicGumtree,1,1,565,3,0.4,,700,,,,,5,,,
ClassicGumtree,1,1,569,3,0.5,,700,,,,,1,,,
ClassicGumtree,1,1,571,3,0.5,,700,,,,,2,,,
ClassicGumtree,1,1,612,3,0.5,,700,,,,,3,,,
ClassicGumtree,1,1,576,3,0.5,,700,,,,,4,,,
ClassicGumtree,1,1,587,3,0.5,,700,,,,,5,,,
ClassicGumtree,1,1,560,3,0.6,,700,,,,,1,,,
ClassicGumtree,1,1,621,3,0.6,,700,,,,,2,,,
ClassicGumtree,1,1,586,3,0.6,,700,,,,,3,,,
ClassicGumtree,1,1,572,3,0.6,,700,,,,,4,,,
ClassicGumtree,1,1,516,3,0.6,,700,,,,,5,,,
ClassicGumtree,1,1,637,3,0.7,,700,,,,,1,,,
ClassicGumtree,1,1,584,3,0.7,,700,,,,,2,,,
ClassicGumtree,1,1,634,3,0.7,,700,,,,,3,,,
ClassicGumtree,1,1,629,3,0.7,,700,,,,,4,,,
ClassicGumtree,1,1,603,3,0.7,,700,,,,,5,,,
ClassicGumtree,1,1,594,3,0.799,,700,,,,,1,,,
ClassicGumtree,1,1,643,3,0.799,,700,,,,,2,,,
ClassicGumtree,1,1,542,3,0.799,,700,,,,,3,,,
ClassicGumtree,1,1,593,3,0.799,,700,,,,,4,,,
ClassicGumtree,1,1,616,3,0.799,,700,,,,,5,,,
ClassicGumtree,1,1,569,3,0.899,,700,,,,,1,,,
ClassicGumtree,1,1,583,3,0.899,,700,,,,,2,,,
ClassicGumtree,1,1,223,3,0.899,,700,,,,,3,,,
ClassicGumtree,1,1,185,3,0.899,,700,,,,,4,,,
ClassicGumtree,1,1,167,3,0.899,,700,,,,,5,,,
ClassicGumtree,1,1,155,3,0.999,,700,,,,,1,,,
ClassicGumtree,1,1,130,3,0.999,,700,,,,,2,,,
ClassicGumtree,1,1,131,3,0.999,,700,,,,,3,,,
ClassicGumtree,1,1,138,3,0.999,,700,,,,,4,,,
ClassicGumtree,1,1,149,3,0.999,,700,,,,,5,,,
ClassicGumtree,1,1,540,3,0.1,,800,,,,,1,,,
ClassicGumtree,1,1,545,3,0.1,,800,,,,,2,,,
ClassicGumtree,1,1,542,3,0.1,,800,,,,,3,,,
ClassicGumtree,1,1,558,3,0.1,,800,,,,,4,,,
ClassicGumtree,1,1,600,3,0.1,,800,,,,,5,,,
ClassicGumtree,1,1,593,3,0.2,,800,,,,,1,,,
ClassicGumtree,1,1,566,3,0.2,,800,,,,,2,,,
ClassicGumtree,1,1,580,3,0.2,,800,,,,,3,,,
ClassicGumtree,1,1,567,3,0.2,,800,,,,,4,,,
ClassicGumtree,1,1,577,3,0.2,,800,,,,,5,,,
ClassicGumtree,1,1,546,3,0.3,,800,,,,,1,,,
ClassicGumtree,1,1,575,3,0.3,,800,,,,,2,,,
ClassicGumtree,1,1,592,3,0.3,,800,,,,,3,,,
ClassicGumtree,1,1,568,3,0.3,,800,,,,,4,,,
ClassicGumtree,1,1,546,3,0.3,,800,,,,,5,,,
ClassicGumtree,1,1,580,3,0.4,,800,,,,,1,,,
