MATCHER;NRACTIONS;NRROOTS;TIME;NROPTIONS;GT_BUM_SMT;GT_BUM_SMT_SBUP;GT_BUM_SZT;GT_CD_LSIM;GT_CD_ML;GT_CD_SSIM1;GT_CD_SSIM2;GT_STM_MH;GT_XYM_SIM;GUMTREE_MATCH_GT_MINH
ClassicGumtree;505;74;81;3;0.4;;1100;;;;;4;;
ClassicGumtree;505;74;81;3;0.4;;1200;;;;;4;;
ClassicGumtree;505;74;87;3;0.4;;1300;;;;;4;;
ClassicGumtree;505;74;76;3;0.4;;1400;;;;;4;;
ClassicGumtree;505;74;81;3;0.4;;1500;;;;;4;;
ClassicGumtree;37;24;15391;3;0.4;;1600;;;;;4;;
ClassicGumtree;37;24;15333;3;0.4;;1700;;;;;4;;
ClassicGumtree;37;24;15327;3;0.4;;1800;;;;;4;;
ClassicGumtree;37;24;15384;3;0.4;;1900;;;;;4;;
ClassicGumtree;37;24;15367;3;0.4;;2000;;;;;4;;
ClassicGumtree;902;80;17;3;0.4;;100;;;;;5;;
ClassicGumtree;801;86;119;3;0.4;;200;;;;;5;;
ClassicGumtree;801;86;120;3;0.4;;300;;;;;5;;
ClassicGumtree;801;86;103;3;0.4;;400;;;;;5;;
ClassicGumtree;801;86;86;3;0.4;;500;;;;;5;;
ClassicGumtree;801;86;77;3;0.4;;600;;;;;5;;
ClassicGumtree;801;86;79;3;0.4;;700;;;;;5;;
ClassicGumtree;801;86;90;3;0.4;;800;;;;;5;;
ClassicGumtree;801;86;68;3;0.4;;900;;;;;5;;
ClassicGumtree;801;86;69;3;0.4;;1000;;;;;5;;
ClassicGumtree;801;86;71;3;0.4;;1100;;;;;5;;
ClassicGumtree;801;86;83;3;0.4;;1200;;;;;5;;
ClassicGumtree;801;86;98;3;0.4;;1300;;;;;5;;
ClassicGumtree;801;86;75;3;0.4;;1400;;;;;5;;
ClassicGumtree;801;86;105;3;0.4;;1500;;;;;5;;
ClassicGumtree;37;24;15241;3;0.4;;1600;;;;;5;;
ClassicGumtree;37;24;15337;3;0.4;;1700;;;;;5;;
ClassicGumtree;37;24;15284;3;0.4;;1800;;;;;5;;
ClassicGumtree;37;24;15355;3;0.4;;1900;;;;;5;;
ClassicGumtree;37;24;15253;3;0.4;;2000;;;;;5;;
ClassicGumtree;72;12;26;3;0.5;;100;;;;;1;;
ClassicGumtree;39;26;82;3;0.5;;200;;;;;1;;
ClassicGumtree;39;26;82;3;0.5;;300;;;;;1;;
ClassicGumtree;39;26;63;3;0.5;;400;;;;;1;;
ClassicGumtree;39;26;71;3;0.5;;500;;;;;1;;
ClassicGumtree;39;26;75;3;0.5;;600;;;;;1;;
ClassicGumtree;39;26;57;3;0.5;;700;;;;;1;;
ClassicGumtree;39;26;76;3;0.5;;800;;;;;1;;
ClassicGumtree;39;26;74;3;0.5;;900;;;;;1;;
ClassicGumtree;39;26;87;3;0.5;;1000;;;;;1;;
ClassicGumtree;39;26;89;3;0.5;;1100;;;;;1;;
ClassicGumtree;39;26;64;3;0.5;;1200;;;;;1;;
ClassicGumtree;39;26;72;3;0.5;;1300;;;;;1;;
ClassicGumtree;39;26;87;3;0.5;;1400;;;;;1;;
ClassicGumtree;39;26;77;3;0.5;;1500;;;;;1;;
ClassicGumtree;37;24;13965;3;0.5;;1600;;;;;1;;
ClassicGumtree;37;24;14174;3;0.5;;1700;;;;;1;;
ClassicGumtree;37;24;13953;3;0.5;;1800;;;;;1;;
ClassicGumtree;37;24;14137;3;0.5;;1900;;;;;1;;
ClassicGumtree;37;24;14003;3;0.5;;2000;;;;;1;;
ClassicGumtree;88;18;23;3;0.5;;100;;;;;2;;
ClassicGumtree;45;28;79;3;0.5;;200;;;;;2;;
ClassicGumtree;45;28;86;3;0.5;;300;;;;;2;;
ClassicGumtree;45;28;93;3;0.5;;400;;;;;2;;
ClassicGumtree;45;28;85;3;0.5;;500;;;;;2;;
ClassicGumtree;45;28;86;3;0.5;;600;;;;;2;;
ClassicGumtree;45;28;114;3;0.5;;700;;;;;2;;
ClassicGumtree;45;28;115;3;0.5;;800;;;;;2;;
ClassicGumtree;45;28;92;3;0.5;;900;;;;;2;;
ClassicGumtree;45;28;87;3;0.5;;1000;;;;;2;;
ClassicGumtree;45;28;109;3;0.5;;1100;;;;;2;;
ClassicGumtree;45;28;86;3;0.5;;1200;;;;;2;;
ClassicGumtree;45;28;68;3;0.5;;1300;;;;;2;;
ClassicGumtree;45;28;76;3;0.5;;1400;;;;;2;;
ClassicGumtree;45;28;73;3;0.5;;1500;;;;;2;;
ClassicGumtree;37;24;14057;3;0.5;;1600;;;;;2;;
ClassicGumtree;37;24;14095;3;0.5;;1700;;;;;2;;
ClassicGumtree;37;24;14117;3;0.5;;1800;;;;;2;;
ClassicGumtree;37;24;13957;3;0.5;;1900;;;;;2;;
ClassicGumtree;37;24;14082;3;0.5;;2000;;;;;2;;
ClassicGumtree;211;39;44;3;0.5;;100;;;;;3;;
ClassicGumtree;157;48;78;3;0.5;;200;;;;;3;;
ClassicGumtree;157;48;79;3;0.5;;300;;;;;3;;
ClassicGumtree;157;48;60;3;0.5;;400;;;;;3;;
ClassicGumtree;157;48;44;3;0.5;;500;;;;;3;;
ClassicGumtree;157;48;91;3;0.5;;600;;;;;3;;
ClassicGumtree;157;48;97;3;0.5;;700;;;;;3;;
ClassicGumtree;157;48;99;3;0.5;;800;;;;;3;;
ClassicGumtree;157;48;65;3;0.5;;900;;;;;3;;
ClassicGumtree;157;48;68;3;0.5;;1000;;;;;3;;
ClassicGumtree;157;48;90;3;0.5;;1100;;;;;3;;
ClassicGumtree;157;48;88;3;0.5;;1200;;;;;3;;
ClassicGumtree;157;48;48;3;0.5;;1300;;;;;3;;
ClassicGumtree;157;48;91;3;0.5;;1400;;;;;3;;
ClassicGumtree;157;48;139;3;0.5;;1500;;;;;3;;
ClassicGumtree;37;24;14051;3;0.5;;1600;;;;;3;;
ClassicGumtree;37;24;14306;3;0.5;;1700;;;;;3;;
ClassicGumtree;37;24;13980;3;0.5;;1800;;;;;3;;
ClassicGumtree;37;24;14065;3;0.5;;1900;;;;;3;;
ClassicGumtree;37;24;14086;3;0.5;;2000;;;;;3;;
ClassicGumtree;606;68;5;3;0.5;;100;;;;;4;;
ClassicGumtree;505;74;83;3;0.5;;200;;;;;4;;
ClassicGumtree;505;74;87;3;0.5;;300;;;;;4;;
ClassicGumtree;505;74;89;3;0.5;;400;;;;;4;;
ClassicGumtree;505;74;86;3;0.5;;500;;;;;4;;
ClassicGumtree;505;74;58;3;0.5;;600;;;;;4;;
ClassicGumtree;505;74;80;3;0.5;;700;;;;;4;;
ClassicGumtree;505;74;67;3;0.5;;800;;;;;4;;
ClassicGumtree;505;74;72;3;0.5;;900;;;;;4;;
ClassicGumtree;505;74;82;3;0.5;;1000;;;;;4;;
ClassicGumtree;505;74;74;3;0.5;;1100;;;;;4;;
ClassicGumtree;505;74;79;3;0.5;;1200;;;;;4;;
ClassicGumtree;505;74;79;3;0.5;;1300;;;;;4;;
ClassicGumtree;505;74;98;3;0.5;;1400;;;;;4;;
ClassicGumtree;505;74;70;3;0.5;;1500;;;;;4;;
ClassicGumtree;37;24;14208;3;0.5;;1600;;;;;4;;
ClassicGumtree;37;24;14014;3;0.5;;1700;;;;;4;;
ClassicGumtree;37;24;14186;3;0.5;;1800;;;;;4;;
ClassicGumtree;37;24;13975;3;0.5;;1900;;;;;4;;
ClassicGumtree;37;24;14051;3;0.5;;2000;;;;;4;;
ClassicGumtree;902;80;6;3;0.5;;100;;;;;5;;
ClassicGumtree;801;86;101;3;0.5;;200;;;;;5;;
ClassicGumtree;801;86;82;3;0.5;;300;;;;;5;;
ClassicGumtree;801;86;71;3;0.5;;400;;;;;5;;
ClassicGumtree;801;86;60;3;0.5;;500;;;;;5;;
ClassicGumtree;801;86;79;3;0.5;;600;;;;;5;;
ClassicGumtree;801;86;89;3;0.5;;700;;;;;5;;
ClassicGumtree;801;86;80;3;0.5;;800;;;;;5;;
ClassicGumtree;801;86;65;3;0.5;;900;;;;;5;;
ClassicGumtree;801;86;90;3;0.5;;1000;;;;;5;;
ClassicGumtree;801;86;72;3;0.5;;1100;;;;;5;;
ClassicGumtree;801;86;80;3;0.5;;1200;;;;;5;;
ClassicGumtree;801;86;59;3;0.5;;1300;;;;;5;;
ClassicGumtree;801;86;75;3;0.5;;1400;;;;;5;;
ClassicGumtree;801;86;71;3;0.5;;1500;;;;;5;;
ClassicGumtree;37;24;15779;3;0.5;;1600;;;;;5;;
ClassicGumtree;37;24;15649;3;0.5;;1700;;;;;5;;
ClassicGumtree;37;24;15763;3;0.5;;1800;;;;;5;;
ClassicGumtree;37;24;15728;3;0.5;;1900;;;;;5;;
ClassicGumtree;37;24;15520;3;0.5;;2000;;;;;5;;
ClassicGumtree;72;12;26;3;0.6;;100;;;;;1;;
ClassicGumtree;39;26;106;3;0.6;;200;;;;;1;;
ClassicGumtree;39;26;103;3;0.6;;300;;;;;1;;
ClassicGumtree;39;26;71;3;0.6;;400;;;;;1;;
ClassicGumtree;39;26;99;3;0.6;;500;;;;;1;;
ClassicGumtree;39;26;99;3;0.6;;600;;;;;1;;
ClassicGumtree;39;26;90;3;0.6;;700;;;;;1;;
ClassicGumtree;39;26;81;3;0.6;;800;;;;;1;;
ClassicGumtree;39;26;83;3;0.6;;900;;;;;1;;
ClassicGumtree;39;26;78;3;0.6;;1000;;;;;1;;
ClassicGumtree;39;26;57;3;0.6;;1100;;;;;1;;
ClassicGumtree;39;26;72;3;0.6;;1200;;;;;1;;
ClassicGumtree;39;26;60;3;0.6;;1300;;;;;1;;
ClassicGumtree;39;26;66;3;0.6;;1400;;;;;1;;
ClassicGumtree;39;26;120;3;0.6;;1500;;;;;1;;
ClassicGumtree;37;24;15773;3;0.6;;1600;;;;;1;;
ClassicGumtree;37;24;15707;3;0.6;;1700;;;;;1;;
ClassicGumtree;37;24;15735;3;0.6;;1800;;;;;1;;
ClassicGumtree;37;24;15762;3;0.6;;1900;;;;;1;;
ClassicGumtree;37;24;15639;3;0.6;;2000;;;;;1;;
ClassicGumtree;88;18;6;3;0.6;;100;;;;;2;;
ClassicGumtree;45;28;83;3;0.6;;200;;;;;2;;
ClassicGumtree;45;28;93;3;0.6;;300;;;;;2;;
ClassicGumtree;45;28;75;3;0.6;;400;;;;;2;;
ClassicGumtree;45;28;75;3;0.6;;500;;;;;2;;
ClassicGumtree;45;28;84;3;0.6;;600;;;;;2;;
ClassicGumtree;45;28;96;3;0.6;;700;;;;;2;;
ClassicGumtree;45;28;63;3;0.6;;800;;;;;2;;
ClassicGumtree;45;28;73;3;0.6;;900;;;;;2;;
ClassicGumtree;45;28;71;3;0.6;;1000;;;;;2;;
ClassicGumtree;45;28;63;3;0.6;;1100;;;;;2;;
ClassicGumtree;45;28;85;3;0.6;;1200;;;;;2;;
ClassicGumtree;45;28;86;3;0.6;;1300;;;;;2;;
ClassicGumtree;45;28;62;3;0.6;;1400;;;;;2;;
ClassicGumtree;45;28;87;3;0.6;;1500;;;;;2;;
ClassicGumtree;37;24;16035;3;0.6;;1600;;;;;2;;
ClassicGumtree;37;24;16008;3;0.6;;1700;;;;;2;;
ClassicGumtree;37;24;15758;3;0.6;;1800;;;;;2;;
ClassicGumtree;37;24;15906;3;0.6;;1900;;;;;2;;
ClassicGumtree;37;24;15873;3;0.6;;2000;;;;;2;;
ClassicGumtree;211;39;20;3;0.6;;100;;;;;3;;
ClassicGumtree;157;48;84;3;0.6;;200;;;;;3;;
ClassicGumtree;157;48;83;3;0.6;;300;;;;;3;;
ClassicGumtree;157;48;78;3;0.6;;400;;;;;3;;
ClassicGumtree;157;48;81;3;0.6;;500;;;;;3;;
ClassicGumtree;157;48;74;3;0.6;;600;;;;;3;;
ClassicGumtree;157;48;78;3;0.6;;700;;;;;3;;
ClassicGumtree;157;48;80;3;0.6;;800;;;;;3;;
ClassicGumtree;157;48;78;3;0.6;;900;;;;;3;;
ClassicGumtree;157;48;121;3;0.6;;1000;;;;;3;;
ClassicGumtree;157;48;111;3;0.6;;1100;;;;;3;;
ClassicGumtree;157;48;121;3;0.6;;1200;;;;;3;;
ClassicGumtree;157;48;97;3;0.6;;1300;;;;;3;;
ClassicGumtree;157;48;108;3;0.6;;1400;;;;;3;;
ClassicGumtree;157;48;62;3;0.6;;1500;;;;;3;;
ClassicGumtree;37;24;15954;3;0.6;;1600;;;;;3;;
ClassicGumtree;37;24;15921;3;0.6;;1700;;;;;3;;
ClassicGumtree;37;24;15829;3;0.6;;1800;;;;;3;;
ClassicGumtree;37;24;15897;3;0.6;;1900;;;;;3;;
ClassicGumtree;37;24;15924;3;0.6;;2000;;;;;3;;
ClassicGumtree;610;55;7;3;0.6;;100;;;;;4;;
ClassicGumtree;610;55;7;3;0.6;;200;;;;;4;;
ClassicGumtree;610;55;10;3;0.6;;300;;;;;4;;
ClassicGumtree;610;55;71;3;0.6;;400;;;;;4;;
ClassicGumtree;610;55;8;3;0.6;;500;;;;;4;;
ClassicGumtree;610;55;38;3;0.6;;600;;;;;4;;
ClassicGumtree;610;55;8;3;0.6;;700;;;;;4;;
ClassicGumtree;610;55;19;3;0.6;;800;;;;;4;;
ClassicGumtree;610;55;20;3;0.6;;900;;;;;4;;
ClassicGumtree;610;55;27;3;0.6;;1000;;;;;4;;
ClassicGumtree;610;55;6;3;0.6;;1100;;;;;4;;
ClassicGumtree;610;55;21;3;0.6;;1200;;;;;4;;
ClassicGumtree;610;55;13;3;0.6;;1300;;;;;4;;
ClassicGumtree;610;55;18;3;0.6;;1400;;;;;4;;
ClassicGumtree;610;55;27;3;0.6;;1500;;;;;4;;
ClassicGumtree;37;24;15130;3;0.6;;1600;;;;;4;;
ClassicGumtree;37;24;15033;3;0.6;;1700;;;;;4;;
ClassicGumtree;37;24;15078;3;0.6;;1800;;;;;4;;
ClassicGumtree;37;24;14992;3;0.6;;1900;;;;;4;;
ClassicGumtree;37;24;14859;3;0.6;;2000;;;;;4;;
ClassicGumtree;906;67;5;3;0.6;;100;;;;;5;;
ClassicGumtree;906;67;78;3;0.6;;200;;;;;5;;
ClassicGumtree;906;67;6;3;0.6;;300;;;;;5;;
ClassicGumtree;906;67;24;3;0.6;;400;;;;;5;;
ClassicGumtree;906;67;27;3;0.6;;500;;;;;5;;
ClassicGumtree;906;67;6;3;0.6;;600;;;;;5;;
ClassicGumtree;906;67;6;3;0.6;;700;;;;;5;;
ClassicGumtree;906;67;7;3;0.6;;800;;;;;5;;
ClassicGumtree;906;67;25;3;0.6;;900;;;;;5;;
ClassicGumtree;906;67;26;3;0.6;;1000;;;;;5;;
ClassicGumtree;906;67;7;3;0.6;;1100;;;;;5;;
ClassicGumtree;906;67;31;3;0.6;;1200;;;;;5;;
ClassicGumtree;906;67;25;3;0.6;;1300;;;;;5;;
ClassicGumtree;906;67;6;3;0.6;;1400;;;;;5;;
ClassicGumtree;906;67;30;3;0.6;;1500;;;;;5;;
ClassicGumtree;37;24;15209;3;0.6;;1600;;;;;5;;
ClassicGumtree;37;24;15190;3;0.6;;1700;;;;;5;;
ClassicGumtree;37;24;15014;3;0.6;;1800;;;;;5;;
ClassicGumtree;37;24;14992;3;0.6;;1900;;;;;5;;
ClassicGumtree;37;24;15211;3;0.6;;2000;;;;;5;;
ClassicGumtree;72;12;23;3;0.7;;100;;;;;1;;
ClassicGumtree;39;26;91;3;0.7;;200;;;;;1;;
ClassicGumtree;39;26;80;3;0.7;;300;;;;;1;;
ClassicGumtree;39;26;105;3;0.7;;400;;;;;1;;
ClassicGumtree;39;26;110;3;0.7;;500;;;;;1;;
ClassicGumtree;39;26;77;3;0.7;;600;;;;;1;;
ClassicGumtree;39;26;90;3;0.7;;700;;;;;1;;
ClassicGumtree;39;26;62;3;0.7;;800;;;;;1;;
ClassicGumtree;39;26;83;3;0.7;;900;;;;;1;;
ClassicGumtree;39;26;68;3;0.7;;1000;;;;;1;;
ClassicGumtree;39;26;88;3;0.7;;1100;;;;;1;;
ClassicGumtree;39;26;94;3;0.7;;1200;;;;;1;;
ClassicGumtree;39;26;96;3;0.7;;1300;;;;;1;;
ClassicGumtree;39;26;76;3;0.7;;1400;;;;;1;;
ClassicGumtree;39;26;83;3;0.7;;1500;;;;;1;;
ClassicGumtree;37;24;14653;3;0.7;;1600;;;;;1;;
ClassicGumtree;37;24;14712;3;0.7;;1700;;;;;1;;
ClassicGumtree;37;24;14511;3;0.7;;1800;;;;;1;;
ClassicGumtree;37;24;14524;3;0.7;;1900;;;;;1;;
ClassicGumtree;37;24;14507;3;0.7;;2000;;;;;1;;
ClassicGumtree;88;18;7;3;0.7;;100;;;;;2;;
ClassicGumtree;45;28;156;3;0.7;;200;;;;;2;;
ClassicGumtree;45;28;50;3;0.7;;300;;;;;2;;
ClassicGumtree;45;28;134;3;0.7;;400;;;;;2;;
ClassicGumtree;45;28;122;3;0.7;;500;;;;;2;;
ClassicGumtree;45;28;120;3;0.7;;600;;;;;2;;
ClassicGumtree;45;28;113;3;0.7;;700;;;;;2;;
ClassicGumtree;45;28;110;3;0.7;;800;;;;;2;;
ClassicGumtree;45;28;73;3;0.7;;900;;;;;2;;
ClassicGumtree;45;28;89;3;0.7;;1000;;;;;2;;
ClassicGumtree;45;28;96;3;0.7;;1100;;;;;2;;
ClassicGumtree;45;28;64;3;0.7;;1200;;;;;2;;
ClassicGumtree;45;28;95;3;0.7;;1300;;;;;2;;
ClassicGumtree;45;28;76;3;0.7;;1400;;;;;2;;
ClassicGumtree;45;28;96;3;0.7;;1500;;;;;2;;
ClassicGumtree;37;24;14331;3;0.7;;1600;;;;;2;;
ClassicGumtree;37;24;14568;3;0.7;;1700;;;;;2;;
ClassicGumtree;37;24;14383;3;0.7;;1800;;;;;2;;
ClassicGumtree;37;24;14431;3;0.7;;1900;;;;;2;;
ClassicGumtree;37;24;14403;3;0.7;;2000;;;;;2;;
ClassicGumtree;211;39;24;3;0.7;;100;;;;;3;;
ClassicGumtree;157;48;86;3;0.7;;200;;;;;3;;
ClassicGumtree;157;48;87;3;0.7;;300;;;;;3;;
ClassicGumtree;157;48;43;3;0.7;;400;;;;;3;;
ClassicGumtree;157;48;80;3;0.7;;500;;;;;3;;
ClassicGumtree;157;48;86;3;0.7;;600;;;;;3;;
ClassicGumtree;157;48;93;3;0.7;;700;;;;;3;;
ClassicGumtree;157;48;71;3;0.7;;800;;;;;3;;
ClassicGumtree;157;48;85;3;0.7;;900;;;;;3;;
ClassicGumtree;157;48;102;3;0.7;;1000;;;;;3;;
ClassicGumtree;157;48;82;3;0.7;;1100;;;;;3;;
ClassicGumtree;157;48;62;3;0.7;;1200;;;;;3;;
ClassicGumtree;157;48;68;3;0.7;;1300;;;;;3;;
ClassicGumtree;157;48;58;3;0.7;;1400;;;;;3;;
ClassicGumtree;157;48;71;3;0.7;;1500;;;;;3;;
ClassicGumtree;37;24;14304;3;0.7;;1600;;;;;3;;
ClassicGumtree;37;24;14463;3;0.7;;1700;;;;;3;;
ClassicGumtree;37;24;14416;3;0.7;;1800;;;;;3;;
ClassicGumtree;37;24;14433;3;0.7;;1900;;;;;3;;
ClassicGumtree;37;24;14441;3;0.7;;2000;;;;;3;;
ClassicGumtree;610;55;7;3;0.7;;100;;;;;4;;
ClassicGumtree;610;55;22;3;0.7;;200;;;;;4;;
ClassicGumtree;610;55;5;3;0.7;;300;;;;;4;;
ClassicGumtree;610;55;20;3;0.7;;400;;;;;4;;
ClassicGumtree;610;55;5;3;0.7;;500;;;;;4;;
ClassicGumtree;610;55;24;3;0.7;;600;;;;;4;;
ClassicGumtree;610;55;27;3;0.7;;700;;;;;4;;
ClassicGumtree;610;55;5;3;0.7;;800;;;;;4;;
ClassicGumtree;610;55;21;3;0.7;;900;;;;;4;;
ClassicGumtree;610;55;6;3;0.7;;1000;;;;;4;;
ClassicGumtree;610;55;20;3;0.7;;1100;;;;;4;;
ClassicGumtree;610;55;6;3;0.7;;1200;;;;;4;;
ClassicGumtree;610;55;23;3;0.7;;1300;;;;;4;;
ClassicGumtree;610;55;5;3;0.7;;1400;;;;;4;;
ClassicGumtree;610;55;23;3;0.7;;1500;;;;;4;;
ClassicGumtree;37;24;14354;3;0.7;;1600;;;;;4;;
ClassicGumtree;37;24;14407;3;0.7;;1700;;;;;4;;
ClassicGumtree;37;24;14663;3;0.7;;1800;;;;;4;;
ClassicGumtree;37;24;14522;3;0.7;;1900;;;;;4;;
ClassicGumtree;37;24;14284;3;0.7;;2000;;;;;4;;
ClassicGumtree;906;67;11;3;0.7;;100;;;;;5;;
ClassicGumtree;906;67;28;3;0.7;;200;;;;;5;;
ClassicGumtree;906;67;6;3;0.7;;300;;;;;5;;
ClassicGumtree;906;67;5;3;0.7;;400;;;;;5;;
ClassicGumtree;906;67;63;3;0.7;;500;;;;;5;;
ClassicGumtree;906;67;8;3;0.7;;600;;;;;5;;
ClassicGumtree;906;67;16;3;0.7;;700;;;;;5;;
ClassicGumtree;906;67;6;3;0.7;;800;;;;;5;;
ClassicGumtree;906;67;6;3;0.7;;900;;;;;5;;
ClassicGumtree;906;67;16;3;0.7;;1000;;;;;5;;
ClassicGumtree;906;67;23;3;0.7;;1100;;;;;5;;
ClassicGumtree;906;67;6;3;0.7;;1200;;;;;5;;
ClassicGumtree;906;67;5;3;0.7;;1300;;;;;5;;
ClassicGumtree;906;67;27;3;0.7;;1400;;;;;5;;
ClassicGumtree;906;67;30;3;0.7;;1500;;;;;5;;
ClassicGumtree;37;24;14078;3;0.7;;1600;;;;;5;;
ClassicGumtree;37;24;14043;3;0.7;;1700;;;;;5;;
ClassicGumtree;37;24;14022;3;0.7;;1800;;;;;5;;
ClassicGumtree;37;24;13955;3;0.7;;1900;;;;;5;;
ClassicGumtree;37;24;13947;3;0.7;;2000;;;;;5;;
ClassicGumtree;97;14;17;3;0.799;;100;;;;;1;;
ClassicGumtree;97;14;6;3;0.799;;200;;;;;1;;
ClassicGumtree;97;14;25;3;0.799;;300;;;;;1;;
ClassicGumtree;97;14;23;3;0.799;;400;;;;;1;;
ClassicGumtree;97;14;8;3;0.799;;500;;;;;1;;
ClassicGumtree;97;14;13;3;0.799;;600;;;;;1;;
ClassicGumtree;97;14;5;3;0.799;;700;;;;;1;;
ClassicGumtree;97;14;5;3;0.799;;800;;;;;1;;
ClassicGumtree;97;14;15;3;0.799;;900;;;;;1;;
ClassicGumtree;97;14;15;3;0.799;;1000;;;;;1;;
ClassicGumtree;97;14;5;3;0.799;;1100;;;;;1;;
ClassicGumtree;97;14;18;3;0.799;;1200;;;;;1;;
ClassicGumtree;97;14;6;3;0.799;;1300;;;;;1;;
ClassicGumtree;97;14;8;3;0.799;;1400;;;;;1;;
ClassicGumtree;97;14;17;3;0.799;;1500;;;;;1;;
ClassicGumtree;37;24;13930;3;0.799;;1600;;;;;1;;
ClassicGumtree;37;24;13936;3;0.799;;1700;;;;;1;;
ClassicGumtree;37;24;14030;3;0.799;;1800;;;;;1;;
ClassicGumtree;37;24;13788;3;0.799;;1900;;;;;1;;
ClassicGumtree;37;24;13952;3;0.799;;2000;;;;;1;;
ClassicGumtree;114;13;20;3;0.799;;100;;;;;2;;
ClassicGumtree;114;13;23;3;0.799;;200;;;;;2;;
ClassicGumtree;114;13;5;3;0.799;;300;;;;;2;;
ClassicGumtree;114;13;6;3;0.799;;400;;;;;2;;
ClassicGumtree;114;13;24;3;0.799;;500;;;;;2;;
ClassicGumtree;114;13;17;3;0.799;;600;;;;;2;;
ClassicGumtree;114;13;7;3;0.799;;700;;;;;2;;
ClassicGumtree;114;13;25;3;0.799;;800;;;;;2;;
ClassicGumtree;114;13;26;3;0.799;;900;;;;;2;;
ClassicGumtree;114;13;4;3;0.799;;1000;;;;;2;;
ClassicGumtree;114;13;26;3;0.799;;1100;;;;;2;;
ClassicGumtree;114;13;5;3;0.799;;1200;;;;;2;;
ClassicGumtree;114;13;19;3;0.799;;1300;;;;;2;;
ClassicGumtree;114;13;5;3;0.799;;1400;;;;;2;;
ClassicGumtree;114;13;19;3;0.799;;1500;;;;;2;;
ClassicGumtree;37;24;15536;3;0.799;;1600;;;;;2;;
ClassicGumtree;37;24;15556;3;0.799;;1700;;;;;2;;
ClassicGumtree;37;24;15443;3;0.799;;1800;;;;;2;;
ClassicGumtree;37;24;15443;3;0.799;;1900;;;;;2;;
ClassicGumtree;37;24;15359;3;0.799;;2000;;;;;2;;
ClassicGumtree;236;31;5;3;0.799;;100;;;;;3;;
ClassicGumtree;236;31;54;3;0.799;;200;;;;;3;;
ClassicGumtree;236;31;5;3;0.799;;300;;;;;3;;
ClassicGumtree;236;31;28;3;0.799;;400;;;;;3;;
ClassicGumtree;236;31;5;3;0.799;;500;;;;;3;;
ClassicGumtree;236;31;35;3;0.799;;600;;;;;3;;
ClassicGumtree;236;31;5;3;0.799;;700;;;;;3;;
ClassicGumtree;236;31;41;3;0.799;;800;;;;;3;;
ClassicGumtree;236;31;12;3;0.799;;900;;;;;3;;
ClassicGumtree;236;31;46;3;0.799;;1000;;;;;3;;
ClassicGumtree;236;31;7;3;0.799;;1100;;;;;3;;
ClassicGumtree;236;31;22;3;0.799;;1200;;;;;3;;
ClassicGumtree;236;31;7;3;0.799;;1300;;;;;3;;
ClassicGumtree;236;31;33;3;0.799;;1400;;;;;3;;
ClassicGumtree;236;31;6;3;0.799;;1500;;;;;3;;
ClassicGumtree;37;24;15363;3;0.799;;1600;;;;;3;;
ClassicGumtree;37;24;15363;3;0.799;;1700;;;;;3;;
ClassicGumtree;37;24;15536;3;0.799;;1800;;;;;3;;
ClassicGumtree;37;24;15579;3;0.799;;1900;;;;;3;;
ClassicGumtree;37;24;15399;3;0.799;;2000;;;;;3;;
ClassicGumtree;610;55;24;3;0.799;;100;;;;;4;;
ClassicGumtree;610;55;11;3;0.799;;200;;;;;4;;
ClassicGumtree;610;55;26;3;0.799;;300;;;;;4;;
ClassicGumtree;610;55;6;3;0.799;;400;;;;;4;;
ClassicGumtree;610;55;17;3;0.799;;500;;;;;4;;
ClassicGumtree;610;55;6;3;0.799;;600;;;;;4;;
ClassicGumtree;610;55;6;3;0.799;;700;;;;;4;;
ClassicGumtree;610;55;18;3;0.799;;800;;;;;4;;
ClassicGumtree;610;55;5;3;0.799;;900;;;;;4;;
ClassicGumtree;610;55;18;3;0.799;;1000;;;;;4;;
ClassicGumtree;610;55;26;3;0.799;;1100;;;;;4;;
ClassicGumtree;610;55;6;3;0.799;;1200;;;;;4;;
ClassicGumtree;610;55;23;3;0.799;;1300;;;;;4;;
ClassicGumtree;610;55;23;3;0.799;;1400;;;;;4;;
ClassicGumtree;610;55;20;3;0.799;;1500;;;;;4;;
ClassicGumtree;37;24;14180;3;0.799;;1600;;;;;4;;
ClassicGumtree;37;24;14510;3;0.799;;1700;;;;;4;;
ClassicGumtree;37;24;13981;3;0.799;;1800;;;;;4;;
ClassicGumtree;37;24;14119;3;0.799;;1900;;;;;4;;
ClassicGumtree;37;24;14280;3;0.799;;2000;;;;;4;;
ClassicGumtree;920;17;52;3;0.799;;100;;;;;5;;
ClassicGumtree;920;17;116;3;0.799;;200;;;;;5;;
ClassicGumtree;920;17;72;3;0.799;;300;;;;;5;;
ClassicGumtree;920;17;7;3;0.799;;400;;;;;5;;
ClassicGumtree;920;17;27;3;0.799;;500;;;;;5;;
ClassicGumtree;920;17;26;3;0.799;;600;;;;;5;;
ClassicGumtree;920;17;7;3;0.799;;700;;;;;5;;
ClassicGumtree;920;17;48;3;0.799;;800;;;;;5;;
ClassicGumtree;920;17;33;3;0.799;;900;;;;;5;;
ClassicGumtree;920;17;12;3;0.799;;1000;;;;;5;;
ClassicGumtree;920;17;7;3;0.799;;1100;;;;;5;;
ClassicGumtree;920;17;43;3;0.799;;1200;;;;;5;;
