top,configuration,nrBest,total,best_time_avg,best_time_median,notbest_time_avg,notbest_time_median,time_Mann-Whitney_U_stat,time_Mann-Whitney_U_p,best_size_avg,best_size_median,notbest_size_avg,notbest_size_median,size_Mann-Whitney_U_stat,size_Mann-Whitney_U_p,best_height_avg,best_height_median,notbest_height_avg,notbest_height_median,height_Mann-Whitney_U_stat,height_Mann-Whitney_U_p
518,ClassicGumtree_0.8_1500_5,15885,26226,463.27321372363866,130.0,299.3124456048738,16.0,56003266.5,0.0,481.0511803588291,372.0,2568.620346194759,1757.0,29373770.5,0.0,11.51136292099465,11.0,17.478000193404892,15.0,41229444.0,0.0
519,ClassicGumtree_0.7_1500_5,15883,26226,563.9382988100485,146.0,390.5195784588611,25.0,59939714.0,8.4280964047755e-301,481.1523012025436,372.0,2568.0613941796382,1756.0,29393352.5,0.0,11.512749480576717,11.0,17.474717200038672,15.0,41256447.5,0.0
520,CompleteGumtreeMatcher_0.3_1700_5,15874,26311,463.2518583847801,130.0,360.39225831177544,23.0,61521313.0,2.3234961454597765e-274,509.2082650875646,380.0,2535.4578901983327,1751.0,33063353.0,0.0,11.51316618369661,11.0,17.717639168343393,15.0,40953953.5,0.0
521,ClassicGumtree_0.4_1400_3,15870,26199,705.7781978575929,255.0,507.5623003194888,100.0,65366045.0,1.1736108312261318e-169,465.5643982356648,366.0,2594.255978313486,1758.0,27028084.0,0.0,11.457088846880907,11.0,17.564139800561527,15.0,40131546.0,0.0
522,CompleteGumtreeMatcher_0.5_1600_5,15870,26311,422.93553875236296,127.0,284.0594770615841,16.0,57109623.0,0.0,495.90730938878386,375.5,2554.8986687098936,1751.0,31336708.5,0.0,11.509766855702583,11.0,17.720429077674552,15.0,41050826.5,0.0
523,CompleteGumtreeMatcher_0.3_1800_4,15867,26298,503.42093653494675,135.0,418.22231809030774,32.0,64586602.0,3.1033676926376554e-200,522.3409592235457,383.0,2516.250023967021,1663.0,34591549.5,0.0,11.56463099514716,11.0,17.640878151663312,15.0,41965080.0,0.0
524,CompleteGumtreeMatcher_0.5_1700_4,15867,26298,467.25713745509546,129.0,353.0113124340907,21.0,60803366.5,3.2492785414928686e-291,507.8666414571122,378.0,2538.267471958585,1752.0,32735185.0,0.0,11.553790886746077,11.0,17.657367462371777,15.0,41847085.0,0.0
525,CompleteGumtreeMatcher_1_1800_3,15864,26282,456.6232980332829,130.0,327.57928585141104,20.0,60176952.0,2.444741171209313e-305,521.8337115481594,383.0,2519.2858514110194,1671.5,34380378.5,0.0,11.730584972264246,11.0,17.39191783451718,15.0,44902716.5,0.0
526,CompleteGumtreeMatcher_0.9_1800_3,15856,26282,459.2787588294652,130.0,336.4057164780357,21.0,60618902.0,4.925210534147124e-294,521.6629036326942,382.0,2518.012948398235,1667.5,34385195.5,0.0,11.720547426841573,11.0,17.40283905620564,15.0,44828691.5,0.0
527,CompleteGumtreeMatcher_0.3_2000_3,15849,26282,585.5428733674049,144.0,525.231477043995,55.0,69529906.5,4.2090172875160613e-106,551.2694176288725,391.0,2471.6975941723376,1390.0,37945624.5,0.0,11.703829894630577,11.0,17.42442250551136,15.0,44750068.0,0.0
528,CompleteGumtreeMatcher_1_1600_4,15849,26299,399.75487412455044,126.0,239.99856459330144,14.0,54478367.5,0.0,494.56501987507096,374.0,2554.8546411483253,1749.5,31106937.5,0.0,11.612846236355606,11.0,17.556746411483253,15.0,42414617.0,0.0
529,CompleteGumtreeMatcher_0.9_1600_4,15841,26299,400.0025250931128,125.0,243.59906291834002,14.0,54780438.5,0.0,494.46183953033267,374.0,2553.4348823866894,1748.5,31122517.0,0.0,11.60053026955369,11.0,17.570854847963282,15.0,42337448.0,0.0
530,CompleteGumtreeMatcher_0.5_1900_3,15839,26282,544.7432287391881,138.0,459.7322608445849,39.0,66471152.0,1.6455087677588138e-160,535.7071784834901,387.0,2493.4620319831465,1510.0,36132274.5,0.0,11.681734958015026,11.0,17.452456190749785,15.0,44456400.0,0.0
531,CompleteGumtreeMatcher_0.1_1800_5,15830,26311,497.265698041693,134.0,425.4261043793531,33.0,65457077.5,2.0417909528492102e-185,524.0775742261528,385.0,2504.493655185574,1638.0,35192095.5,0.0,11.517056222362603,11.0,17.685717011735523,15.0,41056276.0,0.0
532,ClassicGumtree_0.5_1400_3,15827,26199,699.2369368800152,251.0,501.3664674122638,93.0,65061383.5,4.8488953185786167e-178,465.05048335123524,366.0,2586.215098341689,1751.0,27162458.0,0.0,11.454476527453087,11.0,17.542807558812186,15.0,40262381.0,0.0
533,CompleteGumtreeMatcher_0.8_1800_3,15824,26282,477.5346941354904,130.0,364.01376936316694,23.0,61769188.0,2.7630920447957904e-266,521.2089231547017,382.0,2512.5913176515587,1657.0,34457071.0,0.0,11.68541456016178,11.0,17.438611589214,15.0,44570123.0,0.0
534,CompleteGumtreeMatcher_0.8_1600_4,15812,26299,403.4667341259803,125.0,254.92714789739676,14.0,55649401.5,0.0,494.03775613458134,373.0,2548.380566415562,1742.0,31185608.0,0.0,11.567859853275992,11.0,17.603604462668066,15.0,42123652.0,0.0
535,ClassicGumtree_0.7_1300_2,15811,26163,644.9296692176333,244.0,436.49111282843893,80.0,62573042.0,1.8015147732621474e-228,452.2588071595724,359.0,2609.8274729520867,1749.0,24493307.5,0.0,11.39864651192208,11.0,17.644706336939723,15.0,38799948.5,0.0
536,ClassicGumtree_0.1_1200_2,15809,26165,592.9216269213739,239.0,387.16415604480494,79.0,61303411.0,1.098781129287144e-259,436.5947245240053,352.0,2633.062379297026,1742.0,21628994.5,0.0,11.327028907584287,11.0,17.7532831208961,15.0,37350773.5,0.0
537,CompleteGumtreeMatcher_0.1_1900_4,15808,26298,538.0266953441295,139.0,472.42297426120115,43.0,67704158.5,9.381269546683929e-141,537.5247975708502,389.0,2482.154051477598,1493.5,36833320.5,0.0,11.5770495951417,11.0,17.58798856053384,15.0,42249613.0,0.0
538,CompleteGumtreeMatcher_1_1500_5,15799,26311,370.3281220330401,123.0,196.09750761035008,11.0,51362361.5,0.0,480.73897082093805,370.0,2563.789098173516,1740.0,29598940.0,0.0,11.566997911260206,11.0,17.59246575342466,15.0,41768430.0,0.0
539,CompleteGumtreeMatcher_0.9_1500_5,15791,26311,370.01754163764167,123.0,198.53060836501902,12.0,51575977.5,0.0,480.6284592489393,370.0,2562.3709125475284,1739.5,29614078.5,0.0,11.554619720093724,11.0,17.606463878326995,15.0,41690767.0,0.0
540,ClassicGumtree_0.6_1400_3,15785,26199,687.0856509344314,239.0,488.8314768580757,80.0,64392635.5,2.640268685373647e-194,464.6146341463415,365.0,2578.321010178606,1745.5,27313180.0,0.0,11.450047513462147,11.0,17.524966391396198,15.0,40417408.0,0.0
541,ClassicGumtree_0.2_1200_2,15784,26165,592.5029776989356,238.0,387.4599749542433,79.0,61456082.5,2.347391195505457e-257,436.3051824632539,351.0,2628.2129852615353,1740.0,21708341.0,0.0,11.324505828687279,11.0,17.74164338695694,15.0,37401129.5,0.0
542,CompleteGumtreeMatcher_0.4_1600_5,15782,26311,427.8481181092384,126.0,300.5884699401653,18.0,58602728.0,0.0,494.9219997465467,374.0,2539.166777471745,1736.0,31605504.5,0.0,11.483905715371943,11.0,17.707284642416184,15.0,40848071.0,0.0
543,CompleteGumtreeMatcher_0.7_1800_3,15773,26282,495.7240220630191,130.0,393.57588733466554,26.0,63242991.5,2.608345254931982e-233,520.6611297787358,381.0,2503.7493576934057,1635.0,34614066.5,0.0,11.657833005769353,11.0,17.452088685888285,15.0,44355659.0,0.0
544,CompleteGumtreeMatcher_0.4_1700_4,15772,26298,469.48427593203144,130.0,363.9652289568687,24.0,62135962.5,1.0058193039538192e-262,507.03753487192495,377.0,2521.1848755462665,1736.5,33081262.0,0.0,11.528848592442303,11.0,17.639654189625688,15.0,41711973.0,0.0
545,ClassicGumtree_1_1200_1,15763,26131,270.2841464188289,107.0,102.24074074074075,7.0,38861802.0,0.0,443.1778214806826,350.0,2619.6744791666665,1743.5,21140551.0,0.0,11.347522679692952,11.0,17.713348765432098,16.0,37183125.5,0.0
546,CompleteGumtreeMatcher_0.8_1500_5,15763,26312,369.8913277929328,123.0,207.7787468006446,12.0,52243281.0,0.0,480.12167734568294,369.0,2557.3734003223053,1734.0,29682959.0,0.0,11.522933451754108,11.0,17.636742819224573,15.0,41475158.5,0.0
547,CompleteGumtreeMatcher_0.2_1800_4,15759,26298,502.4254711593375,136.0,427.66676155232943,35.0,65627618.5,1.5527466393431e-183,521.9470778602703,383.0,2496.406110636683,1617.0,35120997.0,0.0,11.539628148994225,11.0,17.615997722744094,15.0,41917849.5,0.0
548,CompleteGumtreeMatcher_0.2_2000_3,15759,26282,583.560378196586,144.0,531.9386106623587,58.0,70366117.0,1.2892170186511854e-96,551.032489371153,391.0,2455.6275776869716,1371.0,38393734.5,0.0,11.685576495970556,11.0,17.402831892045995,15.0,44743304.0,0.0
549,CompleteGumtreeMatcher_0.2_1700_5,15755,26311,463.41586797841956,130.0,368.8897309586965,26.0,62894692.5,3.977082233557676e-247,508.4687400825135,380.0,2513.7193065555134,1732.5,33538794.5,0.0,11.484735004760394,11.0,17.69012883668056,15.0,40834995.5,0.0
550,ClassicGumtree_0.7_1400_3,15754,26199,665.3581312682493,217.0,463.369171852561,58.0,62853405.0,1.181223346532953e-230,464.28564174177984,365.0,2572.543896601245,1740.0,27406370.0,0.0,11.447632347340358,11.0,17.510579224509335,15.0,40442295.5,0.0
551,CompleteGumtreeMatcher_0.7_1600_4,15754,26299,412.34607083915193,125.0,272.6398293029872,15.0,56934416.5,0.0,493.28488003046846,372.0,2538.2059743954483,1734.0,31353268.0,0.0,11.52456518979307,11.0,17.635087719298244,15.0,41824144.0,0.0
552,ClassicGumtree_0.8_1300_2,15751,26163,630.1003110913592,230.0,419.82126392623894,61.0,61147720.0,9.609885158263437e-267,450.2842359215288,358.0,2600.381386861314,1740.0,24626761.5,0.0,11.388165830740906,11.0,17.624567806377257,15.0,38866567.5,0.0
553,ClassicGumtree_1_1400_3,15748,26199,330.4736474472949,118.0,159.6292220840111,10.0,47322700.0,0.0,463.81445262890526,364.0,2572.0435365036838,1740.0,27317689.5,0.0,11.46469392938786,11.0,17.481389340732946,15.0,40564663.5,0.0
554,CompleteGumtreeMatcher_0.4_1900_3,15742,26282,543.9868504637276,138.0,467.3374762808349,44.0,67621517.0,3.8730291808953907e-143,535.0945242027697,386.0,2476.3597722960153,1482.5,36520396.0,0.0,11.662685808664719,11.0,17.427798861480078,15.0,44401784.5,0.0
555,ClassicGumtree_0.8_1400_3,15740,26199,610.2442820838628,172.0,406.1245816999713,29.0,59658625.5,0.0,464.13195679796695,365.0,2569.9531503967874,1737.0,27459271.0,0.0,11.444218551461246,11.0,17.507601109092647,15.0,40450363.0,0.0
556,ClassicGumtree_0.1_1400_4,15730,26215,703.3944691671965,255.0,515.5268478779209,104.0,66543138.0,2.536073597906119e-155,464.5750158931977,366.0,2564.2985216976635,1733.0,27747028.0,0.0,11.444437380801018,11.0,17.49585121602289,15.0,40657560.5,0.0
557,ClassicGumtree_0.3_1200_2,15728,26165,592.4606434384538,238.0,388.1479352304302,79.0,61598823.0,4.5919023703273165e-257,436.4810528992879,351.0,2616.1872185493917,1729.0,22090802.0,0.0,11.32413530010173,11.0,17.707770432116508,15.0,37646658.5,0.0
558,ClassicGumtree_0.9_1400_3,15728,26199,460.56428026449646,127.0,257.7450100276955,13.0,52720872.0,0.0,463.89477365208546,364.0,2567.8960939738326,1736.0,27473710.5,0.0,11.447291454730417,11.0,17.496036672715118,15.0,40446764.0,0.0
559,ClassicGumtree_0.2_1400_4,15718,26215,700.3265682656827,253.0,511.77565018576735,101.0,66360600.5,2.1084502158081414e-159,464.56438478177887,365.0,2561.914070686863,1731.0,27800669.0,0.0,11.442231836111464,11.0,17.492235876917213,15.0,40655088.5,0.0
560,CompleteGumtreeMatcher_0.7_1500_5,15710,26311,372.14704010184596,122.0,218.73757192717667,12.0,53369776.5,0.0,479.29057924888605,369.0,2548.4474106216394,1725.0,29789369.5,0.0,11.48071292170592,11.0,17.66974813696821,15.0,41171768.5,0.0
561,CompleteGumtreeMatcher_0.6_1800_3,15708,26282,503.7646422205246,131.0,415.2118403631549,30.0,64555143.0,8.6906800282872e-207,520.0238731856379,380.0,2492.5056742954416,1609.5,34828132.0,0.0,11.631525337407691,11.0,17.455551352373746,15.0,44155587.5,0.0
562,CompleteGumtreeMatcher_0.6_1600_4,15707,26299,423.47055452982744,125.0,292.6499244712991,17.0,58217092.5,0.0,492.913223403578,372.0,2529.683157099698,1726.5,31521785.5,0.0,11.508053734003948,11.0,17.6324584592145,15.0,41664646.5,0.0
563,ClassicGumtree_0.9_1300_2,15704,26163,576.1944727457973,174.0,345.76661248685343,21.0,55836474.0,0.0,448.84252419765664,358.0,2592.8841189406253,1734.0,24750834.0,0.0,11.386016301579215,11.0,17.599770532555695,15.0,38926915.0,0.0
564,ClassicGumtree_0.3_1400_4,15701,26215,695.2897267689956,248.0,505.33640859805973,95.0,66051623.5,2.8752811939841323e-166,464.5467804598433,365.0,2558.5491725318625,1728.0,27890672.5,0.0,11.440863639258646,11.0,17.484496861327752,15.0,40704040.0,0.0
565,ClassicGumtree_1_1300_2,15696,26163,300.0811671763507,113.0,128.52335912869017,8.0,43602550.5,0.0,446.33530835881754,357.0,2595.005159071367,1736.0,24479518.5,0.0,11.392329255861366,11.0,17.585554600171967,15.0,38961097.5,0.0
566,ClassicGumtree_0.4_1400_4,15695,26215,687.5002867155144,240.0,497.1069391634981,86.0,65545142.5,8.815842276786142e-177,464.3628544122332,365.0,2557.6292775665397,1727.0,27865217.5,0.0,11.437400446001911,11.0,17.486216730038024,15.0,40656408.5,0.0
567,ClassicGumtree_0.5_1400_4,15670,26215,673.4858966177409,228.0,482.59914651493597,73.0,64827117.0,4.748481629883316e-193,463.9536694320357,364.0,2553.274632527264,1723.0,27908905.0,0.0,11.433503509891512,11.0,17.477667140825037,15.0,40679304.0,0.0
568,CompleteGumtreeMatcher_0.6_1500_5,15665,26311,378.67673156718797,122.0,234.18363704677813,13.0,54609187.0,0.0,478.8922438557293,368.0,2540.2873379673115,1719.5,29942364.0,0.0,11.456686881583147,11.0,17.678940447116286,15.0,40918406.0,0.0
569,CompleteGumtreeMatcher_0.3_1600_5,15663,26311,428.5091617187001,126.0,314.15627347858754,20.0,60193875.0,0.0,493.88565408925496,373.0,2517.845135236664,1719.0,32021856.0,0.0,11.449339207048459,11.0,17.688580015026297,15.0,40608747.0,0.0
570,CompleteGumtreeMatcher_0.3_1900_3,15663,26282,541.7528570516504,139.0,473.0087578868067,47.0,68483633.0,5.712732738003542e-131,534.6643044116709,386.0,2462.5523118937754,1453.0,36853773.5,0.0,11.64585328481134,11.0,17.4097372633958,15.0,44375564.0,0.0
571,CompleteGumtreeMatcher_0.3_1700_4,15661,26298,468.4659344869421,130.0,374.3347748425308,27.0,63480415.0,3.6496636668374507e-236,506.1819168635464,376.0,2501.426436025195,1720.0,33497346.5,0.0,11.50028733797331,11.0,17.61793738836138,15.0,41552810.5,0.0
572,CompleteGumtreeMatcher_1_1700_3,15659,26282,424.3030844881538,126.0,291.0181681257649,18.0,58902150.5,0.0,505.7388722140622,376.0,2504.4643697637202,1722.0,33293995.5,0.0,11.667220128999297,11.0,17.376070789795726,15.0,44435202.5,0.0
573,CompleteGumtreeMatcher_0.5_1600_4,15656,26299,431.39141543178334,125.0,309.2401578502302,18.0,59506047.5,0.0,492.42584312723557,372.0,2520.640139058536,1720.0,31680268.5,0.0,11.489397036280021,11.0,17.630555294559805,15.0,41496961.0,0.0
574,CompleteGumtreeMatcher_0.1_2000_3,15653,26282,580.7145595093592,144.0,540.7108853137643,60.0,71218422.0,8.33805926857019e-88,550.7615153644668,391.0,2437.03264653307,1344.0,38882468.5,0.0,11.669839647351946,11.0,17.368990497694984,15.0,44844830.5,0.0
575,ClassicGumtree_1_1400_4,15651,26215,329.66877515813684,118.0,162.8427678909504,10.0,48252284.0,0.0,463.0161651012715,363.0,2550.9058121923513,1721.0,27791468.5,0.0,11.451792217749665,11.0,17.43970087088224,15.0,40872976.0,0.0
576,CompleteGumtreeMatcher_0.9_1700_3,15651,26282,426.5521052967861,126.0,298.82353494497227,18.0,59327974.5,0.0,505.5576001533448,376.0,2503.227165835763,1721.0,33297172.5,0.0,11.657018720848509,11.0,17.3867933402314,15.0,44359537.5,0.0
577,ClassicGumtree_0.1_1300_3,15647,26200,647.4608551159967,249.0,457.35951862029754,94.0,64955754.0,2.7658875106913104e-189,447.2211925608743,358.0,2576.3572443854828,1722.0,25259529.0,0.0,11.37074199527066,11.0,17.563631194920877,15.0,39379211.0,0.0
578,CompleteGumtreeMatcher_0.5_1800_3,15647,26282,505.2782642040008,133.0,426.77489421720736,34.0,65727756.5,1.457752417302727e-184,519.5726976417204,380.0,2481.8557592853786,1590.0,35055509.0,0.0,11.614942161436698,11.0,17.44654442877292,15.0,44045126.0,0.0
579,ClassicGumtree_0.6_1400_4,15644,26215,646.4822296087957,202.0,458.5347649229023,54.0,63533417.5,3.8424893013786155e-223,463.6735489644592,364.0,2548.550373663797,1720.0,27999543.0,0.0,11.432242393249808,11.0,17.464667486519723,15.0,40771017.5,0.0
580,ClassicGumtree_0.4_1200_2,15641,26165,591.5109008375424,237.0,389.1076586849107,79.0,61935441.0,1.2265048560473682e-253,435.5985550795985,351.0,2599.479570505511,1717.0,22484776.5,0.0,11.309954606482961,11.0,17.67607373622197,15.0,37806111.5,0.0
581,ClassicGumtree_0.1_1400_5,15640,26226,690.0405370843989,244.0,510.99763839032687,98.0,67370044.0,4.330571480432241e-145,463.3303708439898,364.0,2546.487247307765,1719.0,27996806.5,0.0,11.434335038363171,11.0,17.453712450406197,15.0,40903767.5,0.0
582,ClassicGumtree_0.2_1400_5,15632,26226,681.444664790174,235.0,503.783462337172,91.0,67055672.5,2.5474629643624817e-151,463.3501151484135,364.0,2544.8850292618463,1717.0,28038780.0,0.0,11.436028659160696,11.0,17.446667925240703,15.0,40943587.5,0.0
583,ClassicGumtree_0.9_1400_4,15626,26215,382.4945603481377,120.0,210.07923316649354,11.0,51482280.0,0.0,462.89127095865865,363.0,2546.160732835962,1718.0,27925778.5,0.0,11.434212210418533,11.0,17.45150628010199,15.0,40744985.0,0.0
584,ClassicGumtree_0.3_1400_5,15624,26226,669.4843189964158,225.0,491.75995095265046,80.0,66466365.5,4.869151711117015e-163,463.2288786482335,363.0,2543.4930201848706,1715.0,28053338.0,0.0,11.433243727598565,11.0,17.446236559139784,15.0,40915750.5,0.0
585,ClassicGumtree_0.8_1400_4,15623,26215,510.69045637841646,137.0,326.650585347432,17.0,56939869.5,0.0,463.0255392690264,363.0,2545.3726397280966,1717.0,27965141.0,0.0,11.427574729565384,11.0,17.459592145015105,15.0,40732480.5,0.0
586,ClassicGumtree_0.2_1300_3,15622,26200,646.0415439764434,247.0,455.2250898090376,94.0,64909103.5,1.7514477833162068e-191,447.22621943413134,358.0,2571.3178294573645,1719.0,25394617.5,0.0,11.366022276277045,11.0,17.5559652108149,15.0,39408140.0,0.0
587,ClassicGumtree_0.4_1400_5,15622,26226,650.7881193189093,209.0,474.02018106374953,65.0,65402833.0,1.0326918663590358e-184,463.21258481628473,363.0,2543.124669935873,1714.5,28056439.5,0.0,11.43118678786327,11.0,17.448132780082986,15.0,40886748.0,0.0
588,ClassicGumtree_1_1400_5,15620,26226,329.73636363636365,117.0,163.6215349801999,10.0,48762859.5,0.0,462.9215108834827,363.0,2543.161135206487,1714.0,27992644.0,0.0,11.450704225352112,11.0,17.41825381859325,15.0,41062722.5,0.0
589,CompleteGumtreeMatcher_0.8_1700_3,15620,26282,443.2562099871959,126.0,322.34440067529545,19.0,60490023.5,0.0,505.1457746478873,375.0,2498.022228474958,1716.5,33367993.5,0.0,11.62234314980794,11.0,17.42093415869443,15.0,44104006.0,0.0
590,CompleteGumtreeMatcher_0.1_1700_5,15619,26311,461.1289455150778,129.0,383.11690983913206,28.5,64444869.0,5.716247113274861e-218,507.5048338562008,378.0,2489.6210250654694,1711.0,34060252.5,0.0,11.451629425699469,11.0,17.65955854844744,15.0,40647996.0,0.0
591,ClassicGumtree_0.7_1400_4,15618,26215,597.400435395057,169.0,412.06973671793907,32.0,61052160.0,1.5544785622308546e-285,462.946792162889,363.0,2544.506180994621,1716.0,27984747.5,0.0,11.427391471379178,11.0,17.457016136642444,15.0,40732131.5,0.0
592,CompleteGumtreeMatcher_0.1_1800_4,15614,26298,498.93838862559244,135.0,439.4584425308873,38.0,67025548.5,4.988590712667507e-162,521.2112206993723,382.0,2470.6847622613254,1568.0,35736063.5,0.0,11.509222492634814,11.0,17.577967053538,15.0,41829835.0,0.0
593,CompleteGumtreeMatcher_0.5_1500_5,15612,26311,385.196003074558,122.0,247.6373492849799,14.0,55766687.5,0.0,478.43344862925954,368.0,2530.745209832695,1711.0,30127575.0,0.0,11.434985908275685,11.0,17.67978315730442,15.0,40719652.0,0.0
594,ClassicGumtree_0.5_1400_5,15609,26226,620.8057530911653,188.0,453.144767825186,51.0,64308395.5,5.507840438067771e-209,462.8861554231533,363.0,2541.057831779222,1712.0,28072412.0,0.0,11.42738163879813,11.0,17.44635961194311,15.0,40866700.0,0.0
595,ClassicGumtree_0.9_1400_5,15597,26227,348.9657626466628,118.0,188.8692380056444,11.0,50811356.5,0.0,462.732833237161,363.0,2539.1009407337724,1711.0,28094216.5,0.0,11.43386548695262,11.0,17.42972718720602,15.0,40936464.0,0.0
596,CompleteGumtreeMatcher_1_1500_4,15591,26299,364.6869347700596,121.0,207.05164363093016,12.0,53011485.5,0.0,477.04804053620677,366.0,2530.7187149794545,1708.5,29895661.0,0.0,11.53742543775255,11.0,17.523347030257753,15.0,42054851.0,0.0
597,ClassicGumtree_0.8_1400_5,15590,26226,418.7468248877486,124.0,260.07897705904475,14.0,54864496.5,0.0,462.6760744066709,363.0,2537.6533471229786,1709.0,28111711.0,0.0,11.427517639512509,11.0,17.4354080481384,15.0,40930826.0,0.0
598,ClassicGumtree_0.6_1400_5,15587,26226,575.52915891448,159.0,409.1164583137513,34.0,62166584.5,1.2333128433844914e-260,462.55417976518896,362.0,2537.2468277093712,1708.0,28107784.0,0.0,11.424135497529994,11.0,17.438669047842843,15.0,40897857.0,0.0
599,ClassicGumtree_0.7_1400_5,15584,26226,507.03522843942505,138.0,340.63343356511933,21.0,58955673.0,0.0,462.5255390143737,363.0,2536.7039090396543,1708.0,28113172.5,0.0,11.426848049281315,11.0,17.433001315542192,15.0,40933795.0,0.0
600,CompleteGumtreeMatcher_0.9_1500_4,15583,26299,364.84900211769235,120.0,210.28060843598357,12.0,53275694.0,0.0,476.9341590194443,366.0,2529.3511571481895,1708.0,29909176.5,0.0,11.524866842071487,11.0,17.537140724150802,15.0,41975618.0,0.0
601,ClassicGumtree_0.3_1300_3,15578,26200,643.5389010142509,246.0,453.45443419318394,92.0,64923821.0,2.864524696091278e-193,447.1403261009115,358.0,2562.6450762568256,1711.0,25634155.5,0.0,11.367184490948773,11.0,17.528619845603465,15.0,39629741.5,0.0
602,CompleteGumtreeMatcher_0.2_1900_3,15575,26282,539.8197110754414,139.0,480.0359577846269,49.0,69352556.5,1.6741412753418117e-119,534.5067094703049,386.0,2446.9363967497898,1426.0,37297076.0,0.0,11.627865168539326,11.0,17.388530867656673,15.0,44362487.0,0.0
603,ClassicGumtree_0.5_1200_2,15574,26165,589.7761011942982,236.0,388.3460485317723,79.0,62212623.5,1.7977608669112103e-250,434.56318222678823,350.0,2587.313096024927,1706.0,22722527.0,0.0,11.30839861307307,11.0,17.638088943442547,15.0,38060641.0,0.0
604,CompleteGumtreeMatcher_0.7_1700_3,15569,26282,460.76215556554695,126.0,349.76738541958366,22.0,61973220.0,1.5975960470040957e-275,504.5381848545186,374.0,2489.4179968262856,1708.0,33514585.0,0.0,11.594193589825936,11.0,17.434238775319706,15.0,43879138.0,0.0
605,CompleteGumtreeMatcher_0.4_1600_4,15564,26299,433.64077358005653,126.0,320.0134140661388,20.0,60869850.5,1.5438292331425018e-307,491.6428296067849,371.0,2504.3933861201676,1705.0,32013256.0,0.0,11.463891030583397,11.0,17.614904517931997,15.0,41332877.0,0.0
606,CompleteGumtreeMatcher_0.8_1500_4,15554,26299,367.45190947666197,120.0,221.03778501628665,12.0,54182069.0,0.0,476.4703613218465,365.0,2524.483201489065,1703.0,29964785.5,0.0,11.491513437057991,11.0,17.569194974406702,15.0,41754340.0,0.0
607,CompleteGumtreeMatcher_0.2_1700_4,15553,26298,467.0561949463126,131.0,382.40902745463006,30.0,64506110.5,7.021615849647738e-218,505.67061017167106,376.0,2482.1119590507215,1702.0,34004546.0,0.0,11.47450652607214,11.0,17.59376454164728,15.0,41483332.0,0.0
608,ClassicGumtree_0.4_1300_3,15550,26200,641.5765916398714,243.0,449.6687323943662,89.0,64839184.0,2.042709544969397e-196,447.2904823151125,357.0,2556.863943661972,1706.5,25793867.0,0.0,11.365466237942123,11.0,17.514929577464788,15.0,39704713.0,0.0
609,CompleteGumtreeMatcher_0.4_1800_3,15549,26282,504.4768795420927,134.0,434.11543836765117,38.0,66918190.0,7.948306876716127e-165,518.8208244903209,379.0,2465.027951178608,1558.0,35423086.0,0.0,11.594764936651874,11.0,17.422528649958075,15.0,43965057.0,0.0
610,CompleteGumtreeMatcher_0.2_1600_5,15547,26311,429.00707531999745,126.0,322.25371609067264,22.0,61604374.5,5.457906425324007e-291,493.1508972792179,372.0,2497.0948532144184,1699.0,32473300.0,0.0,11.420531292210717,11.0,17.662950575994053,15.0,40465409.5,0.0
611,CompleteGumtreeMatcher_0.4_1500_5,15525,26311,389.7702415458937,121.0,263.42073057667346,15.0,57231748.5,0.0,477.40850241545894,367.0,2515.6665121453734,1697.0,30378902.0,0.0,11.408760064412238,11.0,17.667161134804378,15.0,40501072.0,0.0
612,ClassicGumtree_0.5_1300_3,15508,26200,634.5436548877998,237.0,443.9468761690984,81.5,64503025.0,9.484784055404528e-206,446.7739876192933,357.0,2549.326318742985,1698.5,25918554.5,0.0,11.362780500386897,11.0,17.494668911335577,15.0,39824363.0,0.0
613,CompleteGumtreeMatcher_0.6_1700_3,15506,26282,468.79027473236164,127.0,370.4898849294729,25.0,63363507.5,2.1245503963295933e-244,503.99161614858764,373.0,2478.6002227171493,1689.5,33726773.5,0.0,11.567973687604798,11.0,17.437824795842612,15.0,43674178.5,0.0
614,CompleteGumtreeMatcher_1_1400_5,15504,26311,337.6177115583075,117.0,171.12177292495605,10.0,50055296.0,0.0,462.2480650154799,361.0,2533.4553530119365,1695.0,28304546.0,0.0,11.476909184726523,11.0,17.55723142407699,15.0,41370169.0,0.0
615,CompleteGumtreeMatcher_0.7_1500_4,15499,26299,376.0691657526292,120.0,236.6338888888889,13.0,55489537.5,0.0,475.84618362475,364.0,2514.949259259259,1695.5,30132138.0,0.0,11.45060971675592,11.0,17.596944444444443,15.0,41466394.5,0.0
616,ClassicGumtree_0.6_1200_2,15496,26165,586.4070082601962,232.0,386.7202174524323,78.0,62516088.0,3.6212935063178986e-247,433.5536912751678,349.0,2573.0407723310527,1695.0,22975056.5,0.0,11.303497676819825,11.0,17.598931483737932,15.0,38255242.0,0.0
617,CompleteGumtreeMatcher_0.9_1400_5,15496,26311,337.42933660299434,117.0,173.45926953305593,10.0,50253168.5,0.0,462.12590345895717,361.0,2532.0982894128524,1694.0,28317324.5,0.0,11.464248838409912,11.0,17.570873786407766,15.0,41290146.0,0.0
618,CompleteGumtreeMatcher_0.1_1900_3,15472,26282,537.4795113753878,138.0,487.4760407030527,52.0,70169025.0,7.794780448837557e-110,534.3960703205792,385.0,2428.872710453284,1400.5,37784892.5,0.0,11.613301447776628,11.0,17.354486586493987,15.0,44457733.5,0.0
